,Index,ImageId,ClassId,instance_center_x,instance_min_x,instance_max_x,instance_std_x,instance_size,window_size,all_instances_fit_in_window,all_overlapping_appx_centered
0,2030,17158eff6.jpg,-1,1136.0,,,,,160,,
1,1604,21d2b3168.jpg,-1,721.0,,,,,160,,
2,5208,001d1b355.jpg,-1,146.0,,,,,160,,
3,4422,c594616c8.jpg,-1,1308.0,,,,,160,,
4,1496,157b414cc.jpg,-1,1101.0,,,,,160,,
5,2295,ce1988f13.jpg,-1,1325.0,,,,,160,,
6,4840,b227847a3.jpg,-1,367.0,,,,,160,,
7,2395,c6ef2006c.jpg,-1,1233.0,,,,,160,,
8,1482,21f997038.jpg,-1,1026.0,,,,,160,,
9,1788,948a17fdf.jpg,-1,1232.0,,,,,160,,
10,4087,414b98504.jpg,-1,1113.0,,,,,160,,
11,4586,f83d9cdc4.jpg,-1,1345.0,,,,,160,,
12,3867,49b22649d.jpg,-1,881.0,,,,,160,,
13,1992,1dec24f86.jpg,-1,1264.0,,,,,160,,
14,4462,eda0fd38d.jpg,-1,380.0,,,,,160,,
15,656,fca5cbc24.jpg,-1,183.0,,,,,160,,
16,2307,3503a107c.jpg,-1,1515.0,,,,,160,,
17,5771,4ff2ec64b.jpg,-1,241.0,,,,,160,,
18,2935,303870f1b.jpg,-1,1082.0,,,,,160,,
19,2667,f1529241c.jpg,-1,475.0,,,,,160,,
20,5345,c4562eb61.jpg,-1,763.0,,,,,160,,
21,2594,5cf1e588e.jpg,-1,1501.0,,,,,160,,
22,2507,4cb3f36d4.jpg,-1,1242.0,,,,,160,,
23,4644,48fee593e.jpg,-1,620.0,,,,,160,,
24,4500,d6f8c31a2.jpg,-1,379.0,,,,,160,,
25,5888,dea52fa7a.jpg,-1,1344.0,,,,,160,,
26,3881,fbce992e6.jpg,-1,424.0,,,,,160,,
27,5293,9bd8189cb.jpg,-1,684.0,,,,,160,,
28,771,65cb0add2.jpg,-1,1371.0,,,,,160,,
29,4244,d47e33408.jpg,-1,108.0,,,,,160,,
