,Index,ImageId,ClassId,instance_center_x,instance_min_x,instance_max_x,instance_std_x,instance_size,window_size,all_instances_fit_in_window,all_overlapping_appx_centered
6119,14098,dd8df432e.jpg,3,1232.962382445141,1219.0,1250.0,6.151827362978618,31.0,160,True,True
10524,13654,d60ae28dc.jpg,3,1320.917495029821,1299.0,1342.0,10.22960328591252,43.0,160,True,True
7047,9660,975f12b62.jpg,3,740.6617090319091,726.0,753.0,6.735073996712241,27.0,160,True,True
6428,8784,8b0964301.jpg,3,1370.29012345679,1364.0,1379.0,3.5165957492681423,15.0,160,True,True
8149,7257,72df2d40d.jpg,3,1244.158677184466,1228.0,1274.0,9.700834650191354,46.0,160,True,True
6630,14159,de9737017.jpg,3,708.303180396246,689.0,726.0,8.519168125305885,37.0,160,True,True
10199,11794,b7df222b1.jpg,3,1277.0868856910129,1248.0,1311.0,16.89768685221257,63.0,160,True,True
7899,4876,4ecf05db6.jpg,3,463.0174180327869,451.0,476.0,6.691512232402786,25.0,160,True,True
7866,6802,6bdf447c5.jpg,3,1261.2146374216652,1250.0,1272.0,5.308671870261135,22.0,160,True,True
7077,2567,286e0559b.jpg,3,216.0971814923428,159.0,279.0,30.37129855141026,120.0,160,True,True
7360,8525,86d953299.jpg,3,453.9473684210527,441.0,466.0,6.042481608071568,25.0,160,True,True
6840,10955,ab2541958.jpg,3,936.9351976856316,880.0,985.0,29.4306344192354,105.0,160,True,True
7072,1570,1917c9f34.jpg,3,605.9811898512686,596.0,615.0,5.244510989800357,19.0,160,True,True
7684,5538,5a6a8196b.jpg,3,732.9880952380952,722.0,743.0,6.0758970484456585,21.0,160,True,True
5547,5696,5ba43097d.jpg,3,1258.4841149773072,1233.0,1284.0,12.29834311521757,51.0,160,True,True
7309,5094,529b36067.jpg,3,1192.5,1183.0,1202.0,4.992181386928965,19.0,160,True,True
9448,15411,f32454873.jpg,3,652.2660718971399,629.0,675.0,11.959041917013852,46.0,160,True,True
7912,9248,9150a0950.jpg,3,1019.2998095238096,1010.0,1030.0,5.178161096824933,20.0,160,True,True
10608,6810,6becce2bf.jpg,3,263.89645322542253,252.0,273.0,5.40208898279353,21.0,160,True,True
10138,14296,e0490b7cf.jpg,3,1006.2849553248008,993.0,1019.0,7.383413287180625,26.0,160,True,True
6731,13538,d4935dbfe.jpg,3,815.0333333333333,807.0,824.0,4.4345862891092285,17.0,160,True,True
9243,7922,7de37a671.jpg,3,1227.563805783052,1166.0,1303.0,38.307232653449255,137.0,160,True,True
5386,8855,8c504c51c.jpg,3,358.7742390647047,348.0,370.0,5.729914354936743,22.0,160,True,True
6918,10049,9e130c0b6.jpg,3,490.78597335015377,440.0,544.0,29.049504824649933,104.0,160,True,True
7520,6227,6355bcd53.jpg,3,1198.053841156407,1171.0,1227.0,14.518545105013898,56.0,160,True,True
7174,4874,4ecf05db6.jpg,3,1250.2474892395985,1243.0,1257.0,3.933414247389008,14.0,160,True,True
5778,10594,a664d8138.jpg,3,496.5828460038986,467.0,527.0,12.90792320897819,60.0,160,True,True
7924,198,02d18b8a4.jpg,3,1027.2863302054272,1020.0,1036.0,4.516707036602517,16.0,160,True,True
5998,494,080d6f77f.jpg,3,1038.4895501239816,1022.0,1055.0,7.377082052777396,33.0,160,True,True
9718,7551,77343ffda.jpg,3,1331.570412517781,1305.0,1354.0,12.055777469105603,49.0,160,True,True
6857,8541,8709ea899.jpg,3,1055.945895230649,1040.0,1071.0,7.5036741560698,31.0,160,True,True
7605,10253,a135808ff.jpg,3,1226.2857142857142,1223.0,1229.0,1.905952009160905,6.0,160,True,True
10508,12877,ca6b5420f.jpg,3,1348.5483517986595,1315.0,1379.0,16.86359241776645,64.0,160,True,True
6482,2469,274b1d54b.jpg,3,625.2644526445265,612.0,638.0,7.380798754881315,26.0,160,True,True
5896,11736,b6c567b64.jpg,3,647.2560975609756,637.0,658.0,5.942429033631798,21.0,160,True,True
5772,3387,36a3259fa.jpg,3,262.41542046999416,206.0,320.0,31.74983668712479,114.0,160,True,True
7893,14805,e89c99064.jpg,3,234.24848024316108,226.0,242.0,4.505013555262067,16.0,160,True,True
6930,7482,763871334.jpg,3,971.5208333333334,966.0,978.0,3.488012706239599,12.0,160,True,True
5931,13412,d25356a51.jpg,3,931.2927409032728,921.0,943.0,6.237253549159885,22.0,160,True,True
6018,7553,773948ca6.jpg,3,1325.321212121212,1317.0,1333.0,3.722149719014829,16.0,160,True,True
9193,5992,602288d9c.jpg,3,221.4530672579453,210.0,233.0,6.922027447532255,23.0,160,True,True
6058,11433,b2d4a1767.jpg,3,934.0602678571428,919.0,951.0,8.237459728908872,32.0,160,True,True
5860,10118,9efbf2ac6.jpg,3,1209.2051282051282,1207.0,1211.0,1.284612825628241,4.0,160,True,True
6744,3246,33a4b4335.jpg,3,1333.5292,1305.0,1354.0,12.729664070980036,49.0,160,True,True
5474,3086,3124b1e5c.jpg,3,579.2718068535826,565.0,592.0,6.710069350734493,27.0,160,True,True
9647,4818,4e1d02f5a.jpg,3,1235.645161290323,1232.0,1239.0,1.751467349741707,7.0,160,True,True
5315,13970,db7670e3e.jpg,3,1208.418181818182,1204.0,1213.0,2.3252832405451875,9.0,160,True,True
6303,13085,cd7d5af6d.jpg,3,774.2294296213453,761.0,787.0,7.117265091618144,26.0,160,True,True
5891,3900,3ead6a6bf.jpg,3,551.5239786856127,514.0,576.0,15.913198510493078,62.0,160,True,True
6031,1334,14fb9778c.jpg,3,357.759250123335,345.0,372.0,7.2870925053465,27.0,160,True,True
10573,13859,d9378a0a0.jpg,3,1069.6306572751682,1018.0,1124.0,29.224666978213683,106.0,160,True,True
6977,14507,e481c68fd.jpg,3,662.63091238046,655.0,670.0,4.415161701533043,15.0,160,True,True
7024,10963,ab6530468.jpg,3,179.1922487745098,164.0,192.0,7.471511742118929,28.0,160,True,True
8455,8647,895c92dd5.jpg,3,708.4727662749488,688.0,730.0,12.127257471817474,42.0,160,True,True
6652,4621,4b628b398.jpg,3,576.8408577878104,551.0,601.0,11.928613897369091,50.0,160,True,True
7045,10301,a1d5d669f.jpg,3,1364.8780418788908,1355.0,1379.0,5.968897789183041,24.0,160,True,True
9570,10876,aa394081e.jpg,3,265.2275152439024,254.0,275.0,5.949616116670321,21.0,160,True,True
10096,4116,428ebe246.jpg,3,1200.7226890756303,1191.0,1211.0,4.394275056601934,20.0,160,True,True
9000,13024,ccd94dc85.jpg,3,1383.542372881356,1365.0,1404.0,10.236077567472176,39.0,160,True,True
6259,885,0d3edfec6.jpg,3,247.6416359369762,233.0,259.0,6.934923518157292,26.0,160,True,True
6871,11952,baa9d44b3.jpg,3,220.60846005943017,193.0,245.0,12.920805059257178,52.0,160,True,True
6495,7126,70a38928c.jpg,3,1268.212765957447,1256.0,1279.0,5.801668849205145,23.0,160,True,True
6188,2019,200992bc9.jpg,3,1187.3914027149322,1165.0,1208.0,12.050167319233832,43.0,160,True,True
5322,4879,4ee32c458.jpg,3,514.953849832616,506.0,527.0,5.13337400728174,21.0,160,True,True
7322,14955,eb18f69ed.jpg,3,936.2854336233512,908.0,965.0,13.06101652559032,57.0,160,True,True
8645,11498,b3eb9c9cb.jpg,3,797.0276146988476,787.0,808.0,5.338864811979492,21.0,160,True,True
5475,13720,d6d71b8ec.jpg,3,674.925820256776,663.0,687.0,6.291327574039461,24.0,160,True,True
6214,9667,977eee415.jpg,3,650.0132850241546,634.0,665.0,8.41731980998082,31.0,160,True,True
10510,10902,aa6bd6ba3.jpg,3,542.0678034916768,524.0,573.0,11.424231443518073,49.0,160,True,True
10225,6861,6cbc3708d.jpg,3,1225.3333333333333,1225.0,1226.0,0.4714045207910317,1.0,160,True,True
7414,3660,3aaaf3e64.jpg,3,699.425847096884,683.0,716.0,8.501238943878207,33.0,160,True,True
5717,4036,41028db98.jpg,3,1381.035335689046,1374.0,1389.0,3.879659124542845,15.0,160,True,True
6718,27,005f19695.jpg,3,1150.144685242518,1131.0,1164.0,7.377112622076596,33.0,160,True,True
9153,10472,a4c93ac65.jpg,3,564.645390070922,523.0,605.0,21.038566888347148,82.0,160,True,True
6876,13361,d1a618e4f.jpg,3,493.5862923203964,483.0,506.0,5.710409783433274,23.0,160,True,True
5862,5314,56abc5057.jpg,3,1082.9983544512097,1063.0,1106.0,8.833642361887748,43.0,160,True,True
6465,11642,b5ab7a42f.jpg,3,876.8471666221866,851.0,905.0,13.434800174533413,54.0,160,True,True
5330,10650,a75ec2a42.jpg,3,1290.4541832669322,1278.0,1301.0,6.069393895706058,23.0,160,True,True
6900,13902,da30cbaf7.jpg,3,1016.5949858757062,959.0,1084.0,33.82396398753861,125.0,160,True,True
8869,3093,313c72ff8.jpg,3,442.2413043478261,411.0,476.0,16.933579658117395,65.0,160,True,True
5700,4014,40b68e3bb.jpg,3,629.0120689655172,611.0,644.0,7.247462756650554,33.0,160,True,True
5391,13298,d0577e299.jpg,3,208.63354085005,181.0,241.0,16.91137255730035,60.0,160,True,True
8618,5371,579a51c1b.jpg,3,810.9397651863195,774.0,840.0,16.62855610532759,66.0,160,True,True
6516,3284,349baa83f.jpg,3,669.4904352954185,615.0,724.0,30.61741542981062,109.0,160,True,True
8087,13108,cdbc4d8ec.jpg,3,473.2167077681874,461.0,486.0,7.361538466516949,25.0,160,True,True
7269,9421,93851869f.jpg,3,616.8414279784142,606.0,625.0,4.647625812199808,19.0,160,True,True
9894,5374,57a7375f3.jpg,3,1357.473544973545,1348.0,1366.0,4.945800273283938,18.0,160,True,True
7142,10694,a81499b19.jpg,3,1367.3884057971015,1360.0,1377.0,4.051105994337558,17.0,160,True,True
5932,6721,6afbf77ec.jpg,3,440.76215945178006,428.0,453.0,6.831519316800032,25.0,160,True,True
6083,3232,335be17fa.jpg,3,170.7753086419753,136.0,210.0,18.09955685198048,74.0,160,True,True
8517,8211,82cf55ab9.jpg,3,1108.751391862955,1099.0,1118.0,5.367567885049897,19.0,160,True,True
